label,input,output
Artifacts,"What if I just fall to the floor?""",['floor']
Behavioral,"What if I just fall to the floor?""",['fall']
Biological Kind,"What if I just fall to the floor?""",['I']
Mental State,"What if I just fall to the floor?""",[]
Non-Living Kind,"What if I just fall to the floor?""",[]
Normative Feature,"What if I just fall to the floor?""",[]
Perceptual,"What if I just fall to the floor?""",[]
Social Kind/Role,"What if I just fall to the floor?""",[]
Anthropomorphized,"What if I just fall to the floor?""",[]
Artifacts,Llama Llama starts to doze.,[]
Behavioral,Llama Llama starts to doze.,"['doze', 'starts']"
Biological Kind,Llama Llama starts to doze.,"['Llama', 'Llama']"
Mental State,Llama Llama starts to doze.,[]
Non-Living Kind,Llama Llama starts to doze.,[]
Normative Feature,Llama Llama starts to doze.,[]
Perceptual,Llama Llama starts to doze.,[]
Social Kind/Role,Llama Llama starts to doze.,[]
Anthropomorphized,Llama Llama starts to doze.,[]
Artifacts,Little Sock wishes that he has a friend.,[]
Behavioral,Little Sock wishes that he has a friend.,[]
Biological Kind,Little Sock wishes that he has a friend.,[]
Mental State,Little Sock wishes that he has a friend.,['wishes']
Non-Living Kind,Little Sock wishes that he has a friend.,[]
Normative Feature,Little Sock wishes that he has a friend.,[]
Perceptual,Little Sock wishes that he has a friend.,[]
Social Kind/Role,Little Sock wishes that he has a friend.,['friend']
Anthropomorphized,Little Sock wishes that he has a friend.,"['Little Sock', 'he']"
Artifacts,"When Baby puts the blanket on,she feels warm.",['blanket']
Behavioral,"When Baby puts the blanket on,she feels warm.",['puts']
Biological Kind,"When Baby puts the blanket on,she feels warm.","['she', 'Baby']"
Mental State,"When Baby puts the blanket on,she feels warm.",['feels']
Non-Living Kind,"When Baby puts the blanket on,she feels warm.",[]
Normative Feature,"When Baby puts the blanket on,she feels warm.",[]
Perceptual,"When Baby puts the blanket on,she feels warm.",['warm']
Social Kind/Role,"When Baby puts the blanket on,she feels warm.",[]
Anthropomorphized,"When Baby puts the blanket on,she feels warm.",[]
Artifacts,Then Duck rode past Sheep.,[]
Behavioral,Then Duck rode past Sheep.,['rode']
Biological Kind,Then Duck rode past Sheep.,"['Sheep', 'Duck']"
Mental State,Then Duck rode past Sheep.,[]
Non-Living Kind,Then Duck rode past Sheep.,[]
Normative Feature,Then Duck rode past Sheep.,[]
Perceptual,Then Duck rode past Sheep.,[]
Social Kind/Role,Then Duck rode past Sheep.,[]
Anthropomorphized,Then Duck rode past Sheep.,[]
Artifacts,We went into the woods.,[]
Behavioral,We went into the woods.,['went']
Biological Kind,We went into the woods.,['We']
Mental State,We went into the woods.,[]
Non-Living Kind,We went into the woods.,['woods']
Normative Feature,We went into the woods.,[]
Perceptual,We went into the woods.,[]
Social Kind/Role,We went into the woods.,[]
Anthropomorphized,We went into the woods.,[]
Artifacts,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,"['yard', 'bed']"
Behavioral,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,['coming']
Biological Kind,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,['he']
Mental State,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,['dreaming']
Non-Living Kind,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,"['day', 'star', 'earth']"
Normative Feature,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,[]
Perceptual,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,"['One', 'shining']"
Social Kind/Role,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,[]
Anthropomorphized,One day he was in his bed dreaming about a star coming down to earth and shining right on his front yard.,[]
Artifacts,Biking gets David up and moving.,[]
Behavioral,Biking gets David up and moving.,"['moving', 'gets', 'Biking']"
Biological Kind,Biking gets David up and moving.,['David']
Mental State,Biking gets David up and moving.,[]
Non-Living Kind,Biking gets David up and moving.,[]
Normative Feature,Biking gets David up and moving.,[]
Perceptual,Biking gets David up and moving.,[]
Social Kind/Role,Biking gets David up and moving.,[]
Anthropomorphized,Biking gets David up and moving.,[]
Artifacts,Did the itsy bitsy spider Go up the spout again?,['spout']
Behavioral,Did the itsy bitsy spider Go up the spout again?,['Go']
Biological Kind,Did the itsy bitsy spider Go up the spout again?,['spider']
Mental State,Did the itsy bitsy spider Go up the spout again?,[]
Non-Living Kind,Did the itsy bitsy spider Go up the spout again?,[]
Normative Feature,Did the itsy bitsy spider Go up the spout again?,[]
Perceptual,Did the itsy bitsy spider Go up the spout again?,"['itsy', 'bitsy']"
Social Kind/Role,Did the itsy bitsy spider Go up the spout again?,[]
Anthropomorphized,Did the itsy bitsy spider Go up the spout again?,[]
Artifacts,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. """,['sourdough drive']
Behavioral,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. """,['established']
Biological Kind,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. ""","['they', 'Shot Gunderson', 'Tadpole']"
Mental State,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. """,['painful']
Non-Living Kind,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. ""","['snow', 'time', 'Big Onion', 'year', 'place', 'winter']"
Normative Feature,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. """,[]
Perceptual,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. ""","['exact', 'blue']"
Social Kind/Role,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. """,['camp']
Anthropomorphized,"With painful accuracy they established the exact time and place, ""on the Big Onion the winter of the blue snow"" or ""at Shot Gunderson's camp on the Tadpole the year of the sourdough drive. """,[]
Artifacts,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",['coach']
Behavioral,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.","['gave', 'come', 'told', 'alighted', 'led', 'ran', 'receive']"
Biological Kind,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.","['her', 'he', 'hand', 'her', 'her', 'she', 'nobody']"
Mental State,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",['knew']
Non-Living Kind,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",[]
Normative Feature,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",['great']
Perceptual,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",[]
Social Kind/Role,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.","['princess', 'company', 'son', 'King', 'ball']"
Anthropomorphized,"The King's son who was told that a great princess, whom nobody knew, was come, ran out to receive her; he gave her his hand as she alighted out of the coach, and led her into the ball, among all the company.",[]
Artifacts,We have fun running into the light and chasing our shadows on the leaves.,[]
Behavioral,We have fun running into the light and chasing our shadows on the leaves.,"['chasing', 'running', 'fun']"
Biological Kind,We have fun running into the light and chasing our shadows on the leaves.,"['leaves', 'We']"
Mental State,We have fun running into the light and chasing our shadows on the leaves.,[]
Non-Living Kind,We have fun running into the light and chasing our shadows on the leaves.,"['shadows', 'light']"
Normative Feature,We have fun running into the light and chasing our shadows on the leaves.,[]
Perceptual,We have fun running into the light and chasing our shadows on the leaves.,[]
Social Kind/Role,We have fun running into the light and chasing our shadows on the leaves.,[]
Anthropomorphized,We have fun running into the light and chasing our shadows on the leaves.,[]
Artifacts,"""Having got the child on his back, the animal gave a leap into the air, and came down so like a feather that Europa did not know when his hoofs touched the ground.",[]
Behavioral,"""Having got the child on his back, the animal gave a leap into the air, and came down so like a feather that Europa did not know when his hoofs touched the ground.","['touched', 'gave', 'got', 'came', 'leap']"
Biological Kind,"""Having got the child on his back, the animal gave a leap into the air, and came down so like a feather that Europa did not know when his hoofs touched the ground.","['hoofs', 'animal', 'feather']"
Mental State,"""Having got the child on his back, the animal gave a leap into the air, and came down so like a feather that Europa did not know when his hoofs touched the ground.",['know']
Non-Living Kind,"""Having got the child on his back, the animal gave a leap into the air, and came down so like a feather that Europa did not know when his hoofs touched the ground.","['ground', 'air']"
